Altium Designer Pick and Place Locations
C:\Users\roger\AppData\Local\TempReleases\Snapshot\1\Assembly\Pick Place\Pick Place for Coaxial 63100.csv

========================================================================================================================
File Design Information:

Date:       04-09-26
Time:       07:26
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation"
"C44","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","62.7633","64.2873","180"
"C43","Samsung Electro-Mechanics CL10B104KC8NNNC","TopLayer","Samsung_Electro-Mechanics_CL10B104KC8NNNC-Footprint-1","67.5894","60.7568","0"
"C42","Murata GRM32EC72A106KE05L","TopLayer","Murata_GRM32EC72A106KE05L-Footprint-1","70.7137","58.4709","0"
"U3","STMicroelectronics STM32H753VIT6","TopLayer","STMicroelectronics_STM32H753VIT6-Footprint-1","89.4245","65.2677","270"
"C41","Kemet C0603C153J3GACTU","TopLayer","Kemet_C0603C153J3GACTU-Footprint-1","81.8642","43.3578","0"
"U2","Texas Instruments REF2033AIDDCR","TopLayer","Texas_Instruments_REF2033AIDDCR-Footprint-1","81.6102","41.0464","0"
"C40","TDK CGA3E3X7S1A225K080AE","TopLayer","TDK_CGA3E3X7S1A225K080AE-Footprint-1","82.5500","38.4302","270"
"U5","Texas Instruments THVD1450DGKR","TopLayer","Texas_Instruments_THVD1450DGKR-Footprint-1","76.6724","45.6790","90"
"C21","Samsung CL10A106MA8NRNC","TopLayer","Samsung_CL10A106MA8NRNC-Footprint-1","74.4728","43.4086","270"
"U6","Texas Instruments THVD1450DGKR","TopLayer","Texas_Instruments_THVD1450DGKR-Footprint-1","140.4620","46.2787","270"
